804440,WhatsApp,4,4396174,2015/05/26,Tenia las expectativas bastante bajas pero me esta gustando WhatsApp
318861,WhatsApp,3,4016174,2015/05/26,Se le puede sacar partido meh
243511,WhatsApp,1,4386101,2016/02/26,Creo que ni Mark Zuckerberg podria salvar esta app
529116,WhatsApp,3,4386600,2016/05/30,Se le puede sacar partido meh
833463,WhatsApp,4,4386111,2017/11/11,Tenia las expectativas bastante bajas pero me esta gustando WhatsApp
821295,WhatsApp,3,4122174,2018/05/26,Se le puede sacar partido meh
993889,WhatsApp,5,4110004,2018/05/27,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
663295,WhatsApp,5,4300074,2018/05/28,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
790755,TikTok,5,650829900,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
224767,TikTok,1,639388220,2017/06/26,Creo que ni Mark Zuckerberg podria salvar esta app
716420,TikTok,5,654159980,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
831298,TikTok,1,793093440,2017/06/26,Creo que ni Mark Zuckerberg podria salvar esta app
116524,TikTok,1,709998010,2017/06/26,Creo que ni Mark Zuckerberg podria salvar esta app
551814,TikTok,3,799991210,2017/06/26,Se le puede sacar partido meh
415195,TikTok,2,699219990,2017/06/26,Hoy: 2017/06/26 ha sido el peor dia para descargarse una aplicacion. Horrorosa
379321,TikTok,4,730993990,2017/06/26,Tenia las expectativas bastante bajas pero me esta gustando TikTok
954570,TikTok,5,601509950,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
974551,TikTok,3,652215230,2017/06/26,Se le puede sacar partido meh
750561,TikTok,4,630906775,2017/06/26,Tenia las expectativas bastante bajas pero me esta gustando TikTok
553464,TikTok,5,630748842,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
472921,TikTok,3,681383625,2017/06/26,Se le puede sacar partido meh
350417,TikTok,4,6881129,2017/06/26,Tenia las expectativas bastante bajas pero me esta gustando TikTok
708230,TikTok,5,5189365,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
375144,TikTok,5,8647700,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
533134,TikTok,5,4144072,2017/06/26,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
181490,TikTok,0,3282991,2017/06/26,Definitivamente odio TikTok. Falla mas que una escopeta de feria!!!!!!
222842,TikTok,2,7156301,2017/06/26,Hoy: 2017/06/26 ha sido el peor dia para descargarse una aplicacion. Horrorosa
978885,TikTok,0,2105949,2017/06/26,Definitivamente odio TikTok. Falla mas que una escopeta de feria!!!!!!
353939,TikTok,0,8932305,2017/06/26,Definitivamente odio TikTok. Falla mas que una escopeta de feria!!!!!!
556521,TikTok,0,6292404,2017/06/26,Definitivamente odio TikTok. Falla mas que una escopeta de feria!!!!!!
218722,TikTok,2,2566382,2017/08/30,Hoy: 2017/08/30 ha sido el peor dia para descargarse una aplicacion. Horrorosa
709593,TikTok,4,5899088,2017/08/30,Tenia las expectativas bastante bajas pero me esta gustando TikTok
912685,TikTok,4,8474347,2017/10/27,Tenia las expectativas bastante bajas pero me esta gustando TikTok
945931,TikTok,4,8343099,2017/11/26,Tenia las expectativas bastante bajas pero me esta gustando TikTok
585139,TikTok,3,5529022,2017/11/27,Se le puede sacar partido meh
209597,TikTok,3,3185075,2017/11/28,Se le puede sacar partido meh
790755,Reproductor Mix PRO,0,650829900,2015/01/10,Definitivamente odio Reproductor Mix PRO. Falla mas que una escopeta de feria!!!!!!
224767,Reproductor Mix PRO,4,639388220,2015/01/10,Tenia las expectativas bastante bajas pero me esta gustando Reproductor Mix PRO
716420,Reproductor Mix PRO,0,654159980,2015/01/10,Definitivamente odio Reproductor Mix PRO. Falla mas que una escopeta de feria!!!!!!
831298,Reproductor Mix PRO,3,793093440,2015/01/10,Se le puede sacar partido meh
116524,Reproductor Mix PRO,3,709998010,2015/01/10,Se le puede sacar partido meh
551814,Reproductor Mix PRO,4,799991210,2015/01/10,Tenia las expectativas bastante bajas pero me esta gustando Reproductor Mix PRO
415195,Reproductor Mix PRO,5,699219990,2015/01/10,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
379321,Reproductor Mix PRO,0,730993990,2015/01/10,Definitivamente odio Reproductor Mix PRO. Falla mas que una escopeta de feria!!!!!!
954570,Reproductor Mix PRO,1,601509950,2015/01/10,Creo que ni Mark Zuckerberg podria salvar esta app
974551,Reproductor Mix PRO,0,652215230,2015/01/10,Definitivamente odio Reproductor Mix PRO. Falla mas que una escopeta de feria!!!!!!
750561,Reproductor Mix PRO,4,630906775,2015/01/17,Tenia las expectativas bastante bajas pero me esta gustando Reproductor Mix PRO
790755,RadarCOVID,3,650829900,2020/10/19,Se le puede sacar partido meh
224767,RadarCOVID,4,639388220,2020/10/19,Tenia las expectativas bastante bajas pero me esta gustando RadarCOVID
716420,RadarCOVID,3,654159980,2020/10/19,Se le puede sacar partido meh
831298,RadarCOVID,4,793093440,2020/10/19,Tenia las expectativas bastante bajas pero me esta gustando RadarCOVID
116524,RadarCOVID,3,709998010,2020/10/19,Se le puede sacar partido meh
551814,RadarCOVID,3,799991210,2020/10/19,Se le puede sacar partido meh
415195,RadarCOVID,5,699219990,2020/10/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
379321,RadarCOVID,0,730993990,2020/10/19,Definitivamente odio RadarCOVID. Falla mas que una escopeta de feria!!!!!!
954570,RadarCOVID,2,601509950,2020/10/19,Hoy: 2020/10/19 ha sido el peor dia para descargarse una aplicacion. Horrorosa
974551,RadarCOVID,4,652215230,2020/10/19,Tenia las expectativas bastante bajas pero me esta gustando RadarCOVID
750561,RadarCOVID,1,630906775,2020/10/19,Creo que ni Mark Zuckerberg podria salvar esta app
553464,RadarCOVID,3,630748842,2020/10/19,Se le puede sacar partido meh
472921,RadarCOVID,4,681383625,2020/10/19,Tenia las expectativas bastante bajas pero me esta gustando RadarCOVID
161080,RadarCOVID,1,681383620,2020/10/19,Creo que ni Mark Zuckerberg podria salvar esta app
790755,Shazam,2,650829900,2018/02/01,Hoy: 2018/02/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
224767,Shazam,3,639388220,2018/02/01,Se le puede sacar partido meh
716420,Shazam,2,654159980,2018/02/01,Hoy: 2018/02/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
831298,Shazam,0,793093440,2018/02/01,Definitivamente odio Shazam. Falla mas que una escopeta de feria!!!!!!
116524,Shazam,5,709998010,2018/02/01,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
551814,Shazam,3,799991210,2018/02/01,Se le puede sacar partido meh
415195,Shazam,1,699219990,2018/02/01,Creo que ni Mark Zuckerberg podria salvar esta app
379321,Shazam,1,730993990,2018/02/01,Creo que ni Mark Zuckerberg podria salvar esta app
954570,Shazam,2,601509950,2018/02/01,Hoy: 2018/02/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
974551,Shazam,0,652215230,2018/02/01,Definitivamente odio Shazam. Falla mas que una escopeta de feria!!!!!!
750561,Shazam,5,630906775,2018/02/01,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
553464,Shazam,2,630748842,2018/02/01,Hoy: 2018/02/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
472921,Shazam,3,681383625,2018/02/01,Se le puede sacar partido meh
350417,Shazam,3,6881129,2018/02/01,Se le puede sacar partido meh
708230,Shazam,0,5189365,2018/02/01,Definitivamente odio Shazam. Falla mas que una escopeta de feria!!!!!!
375144,Shazam,5,8647700,2018/02/01,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
533134,Shazam,2,4144072,2018/02/01,Hoy: 2018/02/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
181490,Shazam,1,3282991,2018/02/01,Creo que ni Mark Zuckerberg podria salvar esta app
222842,Shazam,5,7156301,2018/02/01,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
978885,Shazam,4,2105949,2018/02/01,Tenia las expectativas bastante bajas pero me esta gustando Shazam
353939,Shazam,5,8932305,2018/02/01,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
556521,Shazam,3,6292404,2018/02/01,Se le puede sacar partido meh
218722,Shazam,3,2566382,2018/02/01,Se le puede sacar partido meh
709593,Shazam,3,5899088,2018/02/01,Se le puede sacar partido meh
912685,Shazam,4,8474347,2018/02/01,Tenia las expectativas bastante bajas pero me esta gustando Shazam
945931,Shazam,4,8343099,2018/02/01,Tenia las expectativas bastante bajas pero me esta gustando Shazam
585139,Shazam,1,5529022,2018/02/01,Creo que ni Mark Zuckerberg podria salvar esta app
209597,Shazam,1,3185075,2018/03/26,Creo que ni Mark Zuckerberg podria salvar esta app
642279,Shazam,1,4907267,2018/03/29,Creo que ni Mark Zuckerberg podria salvar esta app
129097,Shazam,0,2847483,2018/04/02,Definitivamente odio Shazam. Falla mas que una escopeta de feria!!!!!!
955616,Shazam,2,8478399,2018/04/02,Hoy: 2018/04/02 ha sido el peor dia para descargarse una aplicacion. Horrorosa
261301,Shazam,5,4888749,2018/04/12,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
949154,Shazam,5,9014012,2018/04/18,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
790755,Messenger,4,650829900,2016/04/30,Tenia las expectativas bastante bajas pero me esta gustando Messenger
224767,Messenger,4,639388220,2016/04/30,Tenia las expectativas bastante bajas pero me esta gustando Messenger
716420,Messenger,4,654159980,2016/04/30,Tenia las expectativas bastante bajas pero me esta gustando Messenger
831298,Messenger,5,793093440,2016/04/30,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
116524,Messenger,1,709998010,2016/04/30,Creo que ni Mark Zuckerberg podria salvar esta app
551814,Messenger,2,799991210,2016/04/30,Hoy: 2016/04/30 ha sido el peor dia para descargarse una aplicacion. Horrorosa
415195,Messenger,5,699219990,2016/04/30,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
379321,Messenger,0,730993990,2016/04/30,Definitivamente odio Messenger. Falla mas que una escopeta de feria!!!!!!
954570,Messenger,2,601509950,2016/04/30,Hoy: 2016/04/30 ha sido el peor dia para descargarse una aplicacion. Horrorosa
350417,PhotoPills,2,6881129,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
708230,PhotoPills,4,5189365,2017/02/18,Tenia las expectativas bastante bajas pero me esta gustando PhotoPills
375144,PhotoPills,1,8647700,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
533134,PhotoPills,2,4144072,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
181490,PhotoPills,0,3282991,2017/02/18,Definitivamente odio PhotoPills. Falla mas que una escopeta de feria!!!!!!
222842,PhotoPills,1,7156301,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
978885,PhotoPills,3,2105949,2017/02/18,Se le puede sacar partido meh
353939,PhotoPills,0,8932305,2017/02/18,Definitivamente odio PhotoPills. Falla mas que una escopeta de feria!!!!!!
556521,PhotoPills,4,6292404,2017/02/18,Tenia las expectativas bastante bajas pero me esta gustando PhotoPills
218722,PhotoPills,5,2566382,2017/02/18,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
709593,PhotoPills,2,5899088,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
912685,PhotoPills,2,8474347,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
945931,PhotoPills,5,8343099,2017/02/18,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
585139,PhotoPills,3,5529022,2017/02/18,Se le puede sacar partido meh
209597,PhotoPills,2,3185075,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
642279,PhotoPills,3,4907267,2017/02/18,Se le puede sacar partido meh
129097,PhotoPills,0,2847483,2017/02/18,Definitivamente odio PhotoPills. Falla mas que una escopeta de feria!!!!!!
955616,PhotoPills,1,8478399,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
261301,PhotoPills,1,4888749,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
949154,PhotoPills,2,9014012,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
779347,PhotoPills,1,8407865,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
763216,PhotoPills,2,9327770,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
733475,PhotoPills,1,3445736,2017/02/18,Creo que ni Mark Zuckerberg podria salvar esta app
806070,PhotoPills,0,2949345,2017/02/18,Definitivamente odio PhotoPills. Falla mas que una escopeta de feria!!!!!!
877428,PhotoPills,2,3072165,2017/02/18,Hoy: 2017/02/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
790755,Twitter,2,650829900,2017/04/19,Hoy: 2017/04/19 ha sido el peor dia para descargarse una aplicacion. Horrorosa
224767,Twitter,4,639388220,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
716420,Twitter,4,654159980,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
831298,Twitter,4,793093440,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
116524,Twitter,4,709998010,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
551814,Twitter,4,799991210,2017/04/19,Se le puede sacar partido meh
415195,Twitter,4,699219990,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
379321,Twitter,4,730993990,2017/04/19,Se le puede sacar partido meh
954570,Twitter,5,601509950,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
974551,Twitter,4,652215230,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
750561,Twitter,2,630906775,2017/04/19,Hoy: 2017/04/19 ha sido el peor dia para descargarse una aplicacion. Horrorosa
553464,Twitter,1,630748842,2017/04/19,Creo que ni Mark Zuckerberg podria salvar esta app
472921,Twitter,5,681383625,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
350417,Twitter,4,6881129,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
708230,Twitter,4,5189365,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
375144,Twitter,4,8647700,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
533134,Twitter,5,4144072,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
181490,Twitter,4,3282991,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
222842,Twitter,4,7156301,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
978885,Twitter,4,2105949,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
353939,Twitter,5,8932305,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
556521,Twitter,3,6292404,2017/04/19,Se le puede sacar partido meh
218722,Twitter,4,2566382,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
709593,Twitter,5,5899088,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
912685,Twitter,4,8474347,2017/04/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
945931,Twitter,4,8343099,2017/04/19,Tenia las expectativas bastante bajas pero me esta gustando Twitter
585139,Twitter,5,5529022,2017/04/20,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
209597,Twitter,5,3185075,2017/04/21,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
642279,Twitter,5,4907267,2017/06/22,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
129097,Twitter,5,2847483,2017/06/23,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
912685,SnapChat,0,8474347,2020/01/18,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
945931,SnapChat,0,8343099,2020/01/18,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
585139,SnapChat,3,5529022,2020/01/18,Se le puede sacar partido meh
209597,SnapChat,1,3185075,2020/01/18,Creo que ni Mark Zuckerberg podria salvar esta app
642279,SnapChat,4,4907267,2020/01/18,Tenia las expectativas bastante bajas pero me esta gustando SnapChat
129097,SnapChat,4,2847483,2020/01/18,Tenia las expectativas bastante bajas pero me esta gustando SnapChat
955616,SnapChat,2,8478399,2020/01/18,Hoy: 2020/01/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
261301,SnapChat,3,4888749,2020/01/18,Se le puede sacar partido meh
949154,SnapChat,0,9014012,2020/01/18,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
779347,SnapChat,1,8407865,2020/01/18,Creo que ni Mark Zuckerberg podria salvar esta app
763216,SnapChat,0,9327770,2020/01/18,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
733475,SnapChat,2,3445736,2020/01/18,Hoy: 2020/01/18 ha sido el peor dia para descargarse una aplicacion. Horrorosa
806070,SnapChat,4,2949345,2020/01/18,Tenia las expectativas bastante bajas pero me esta gustando SnapChat
877428,SnapChat,1,3072165,2020/01/18,Creo que ni Mark Zuckerberg podria salvar esta app
161080,SnapChat,4,681383620,2020/05/26,Tenia las expectativas bastante bajas pero me esta gustando SnapChat
987203,SnapChat,0,4386174,2020/05/30,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
909051,SnapChat,5,4386175,2020/07/12,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
823218,SnapChat,1,4366174,2020/07/26,Creo que ni Mark Zuckerberg podria salvar esta app
804440,SnapChat,0,4396174,2020/10/19,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
318861,SnapChat,1,4016174,2020/10/19,Creo que ni Mark Zuckerberg podria salvar esta app
243511,SnapChat,5,4386101,2020/10/19,Una aplicacion excelente. La recomiendo a todos los que me sigan!!!
529116,SnapChat,0,4386600,2020/10/19,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
833463,SnapChat,2,4386111,2020/10/19,Hoy: 2020/10/19 ha sido el peor dia para descargarse una aplicacion. Horrorosa
821295,SnapChat,2,4122174,2020/10/19,Hoy: 2020/10/19 ha sido el peor dia para descargarse una aplicacion. Horrorosa
993889,SnapChat,1,4110004,2020/10/19,Creo que ni Mark Zuckerberg podria salvar esta app
663295,SnapChat,0,4300074,2020/10/19,Definitivamente odio SnapChat. Falla mas que una escopeta de feria!!!!!!
790755,RTNoticias,1,650829900,2019/11/01,Creo que ni Mark Zuckerberg podria salvar esta app
224767,RTNoticias,2,639388220,2019/11/01,Hoy: 2019/11/01 ha sido el peor dia para descargarse una aplicacion. Horrorosa
716420,RTNoticias,0,654159980,2019/11/01,Definitivamente odio RTNoticias. Falla mas que una escopeta de feria!!!!!!
